id,Silent_KB_Ratio,N_Missense,N_LOF,N_Splice,Missense_KB_Ratio,LOF_KB_Ratio,Missense_Entropy,LOF_TO_Silent_Ratio,Splice_TO_Silent_Ratio,Missense_TO_Silent_Ratio,Missense_Damaging_TO_Missense_Benign_Ratio,LOF_TO_Benign_Ratio,Splice_TO_Benign_Ratio,Missense_TO_Benign_Ratio,Missense_Damaging_TO_Benign_Ratio,Polyphen2,LOF_TO_Total_Ratio,Missense_TO_Total_Ratio,Splice_TO_Total_Ratio,LOF_TO_Missense_Ratio,Silent_fraction,Nonsense_fraction,Missense_fraction,Recurrent_missense_fraction,Frameshift_indel_fraction,Inframe_indel_fraction,Lost_start_and_stop_fraction,Inactivating_mutations_fraction,NonSilent_TO_Silent_Ratio,log_gene_length,CDS_length,CNA_deletion,CNA_amplification,Exon_Cons,MGAentropy,S50_score_replication_timing,One_Minus_S50_score_replication_timing,VEST_score,Gene_expression_Z_score,Gene_expression_Minus_Z_score,Cell_proliferation_rate_CRISPR_KD,Minus_Cell_proliferation_rate_CRISPR_KD,Super_Enhancer_percentage,BioGRID_betweenness,BioGRID_clossness,BioGRID_log_degree,Promoter_hypermethylation_in_cancer,Promoter_hypomethylation_in_cancer,Gene_body_hypermethylation_in_cancer,Gene_body_hypomethylation_in_cancer,Canyon_genebody_hypermethylation,intolerant_pLI,intolerant_pRec,intolerant_pNull,Synonymous_Zscore,Missense_Zscore,pLOF_Zscore,dN_to_dS_ratio,GDI,RVIS_percentile,ncRVIS,ncGERP,Gene_age,FamilyMemberCount,Length_H3K4me3,Broad_H3K4me3_percentage,H3K4me3_height,H3K4me2_width,Broad_H3K4me2_percentage,H3K4me2_height,H3K4me1_width,Broad_H3K4me1_percentage,H3K4me1_height,H3K36me3_width,Broad_H3K36me3_percentage,H3K36me3_height,H3K27ac_width,Broad_H3K27ac_percentage,H3K27ac_height,H3K27me3_width,Broad_H3K27me3_percentage,H3K27me3_height,H3K9me3_width,Broad_H3K9me3_percentage,H3K9me3_height,H3K9ac_width,Broad_H3K9ac_percentage,H3K9ac_height,H3K9me2_width,Broad_H3K9me2_percentage,H3K9me2_height,H3K79me2_width,Broad_H3K79me2_percentage,H3K79me2_height,H4K20me1_width,Broad_H4K20me1_percentage,H4K20me1_height,class
181,37.03703704,4.52,1,0,60.84656085,5.291005291,0.041059,0.1607142857,0.06547619048,1.81547619,0.4404761905,0.1067193676,0.04347826087,1.205533597,0.1462450593,0.0665,0.05152671756,0.5820610687,0.02099236641,0.08852459016,0.341,0.024,0.561,0,0.024,0,0.024,0.098,1.93,15.992,8.562,0.2,0.8,0.551725803,1.190556007,0.21729857,0.78270143,0.2632222222,0.242,-0.242,0,0,0.01,5.83E-06,0.3113186444,3.585,0,0,-0.362,0.362,0,0.0026353,0.57597,0.4214,-0.80088,-0.7516,0.33225,0.1443,113.70799,49.9849,-0.108605574,-0.017506499,0,0,1844.0683,0.091164,786,3131.8837,0.243094,57.0224,1966.0729,0.131422,25.4692,1974.8822,0.097814,12.51235,1531.0511,0.037323,43.71468,691.2097,0.002339,16.58971,2331.1955,0.193838,37.15561,1901.5101,0.04918,44.10489,723.2857,0.030769,3.66388,7240.2353,0.384106,21.49991,1706.6613,0.096774,6.36428,0
182,27.4122807,5.21,0,0,40.57017544,1.096491228,0.115496,0.06115107914,0.003597122302,1.600719424,1.079268293,0.03837471783,0.002257336343,1.004514673,0.3995485327,0.417,0.0222513089,0.582460733,0.001308900524,0.03820224719,0.385,0,0.569,0,0.015,0,0.031,0.046,1.6,10.676,9.833,0.378,0.622,0.5569019949,1.58874995,1,0,0.07655555556,0.071,-0.071,0.08,-0.08,0,0,0.2953002334,1,-0.332,0.332,0,0,0,0,0,0,0.62967,-1.0377,0,1.07,24.54423,51.65723048,-0.3109206975,-1.040533708,2,20,332.2,0,9,1202.5,0,7.50128,960.5,0,6.31589,331.1481,0,4.56732,628.125,0,4.04567,207,0,3.52297,287.4,0,3.34385,155,0,4.00302,233,0,2.42391,227,0,3.76845,697.25,0,3.0386,0
183,29.41176471,6.6,2.32,0,86.45276292,4.456327986,0.166774,0.1592178771,0.002793296089,2.918994413,2.73880597,0.1156186613,0.002028397566,2.119675456,0.7444219067,0.979,0.03893442623,0.7137978142,0.0006830601093,0.05454545455,0.244,0.03,0.719,0,0.007,0,0,0.037,3.09,16.959,10.132,0.736,0.264,0.6276370365,0.9901113762,0.11246,0.88754,0.1678888889,0.278,-0.278,0.06,-0.06,0,5.25E-07,0.2734685857,1,0.618,-0.618,-0.372,0.372,0,0.7387,0.26084,0.00045724,-3.605,-0.43823,2.8497,0.1634,686.09902,25.56027365,-0.4897152417,1.286197638,0,0,432.98,0.002805,56,863.3855,0.016575,27.92337,1391.6235,0.050179,22.19647,439.8791,0.003452,5.4378,992.2119,0.011583,24.08496,5703.9349,0.369591,62.18343,1164.0064,0.047497,10.98687,527.1789,0.009836,13.69229,559.7333,0,4.16909,380.0769,0.006623,4.30515,737.7073,0.019355,5.06336,0
184,31.33903134,5,1,1,91.16809117,5.698005698,0.102213,0.1956521739,0.152173913,2.862318841,1.981481481,0.1398963731,0.1088082902,2.046632124,0.5544041451,0.773,0.04545454545,0.664983165,0.03535353535,0.06835443038,0.229,0.021,0.667,0,0.021,0,0.021,0.104,3.36,13.434,8.455,0.262,0.738,0,0,1,0,0.09311111111,1.131,-1.131,0,0,0,0,0.325987664,0,-0.383,0.383,0.773,-0.773,0,0.00011029,0.6129,0.38699,1.7417,-0.11488,0.71492,0.1443,5.15893,49.9849,-0.108605574,-0.017506499,0,0,1133.518,0.023843,260,1600.1519,0.038674,34.68082,1503.9286,0.054958,13.75452,1087.1818,0.006904,7.47473,1304.6646,0.027027,41.87766,3973.4371,0.226901,32.58309,799.6786,0.001284,5.99831,1021.6606,0.022951,26.50286,311.7143,0,3.08486,425.6,0,4.11199,695.2308,0,3.59857,0
185,77.9342723,7.67,4.17,0,191.5492958,16.90140845,0.122862,0.2179487179,0.001165501166,2.465034965,1.78342246,0.1516626115,0.0008110300081,1.715328467,0.5409570154,0.97,0.05891619408,0.6663516068,0.0003150598614,0.08841607565,0.271,0.02,0.667,0,0.039,0,0.003,0.062,2.69,10.055,10.057,0.682,0.318,0,1.395050443,1,0,0.1021111111,0.051,-0.051,0.13,-0.13,0,0,0,0,0,0,0,0,0,1.62E-05,0.2581,0.74188,-1.5566,-0.76102,-0.16742,0.389,101.15146,46.91554612,-0.0947094972,-0.018383871,4,249,370.3333,0,9.31048,716.4,0,19.30712,493.3636,0,8.01929,241.3333,0,3.81422,514.4615,0,19.3513,335.2857,0,5.06516,260.2727,0,4.66642,295.6667,0,4.65092,243,0,2.45227,135,0,3.43928,95,0,2.83911,0
186,37.53753754,5.52,1,1,69.06906907,3.003003003,0.086383,0.09712230216,0.07553956835,1.924460432,2.959677419,0.06699751861,0.05210918114,1.327543424,0.9106699752,0.959,0.03125,0.619212963,0.02430555556,0.05046728972,0.333,0.013,0.613,0,0.013,0,0,0.053,2,13.675,9.379,0.647,0.353,0.6154976727,0.8145632539,0.74948398,0.25051602,0.4395555556,0.016,-0.016,0,0,0.02,0,0,0,-0.43,0.43,-0.43,0.43,0,0.00017841,0.71626,0.28356,0.20361,0.76146,0.93573,0.03353,26.24548,32.93819297,0.1061328426,-0.557077236,0,0,1026.8865,0.019635,19.62939,1985.6,0.038674,12.8767,2454.3701,0.106332,17.56297,1758.7143,0.006904,5.15319,2003.3831,0.033462,26.02562,2724.4437,0.059649,11.25092,705.75,0.005135,4.83907,2364.5593,0.059016,17.5494,0,0,0,1319,0.006623,7.59954,2187.3636,0.03871,6.00113,0
187,13.44860711,9.63,6.61,3.46,54.27473583,6.724303554,0.06158,0.4964788732,0.05583501006,4.016599598,3.132711621,0.2917528821,0.0328111144,2.360331067,1.290866095,0.9705,0.08912768647,0.7210583348,0.01002347842,0.1236067627,0.179,0.063,0.722,0,0.026,0,0,0.099,4.59,17.998,13.831,0.486,0.514,0.7450041651,0.9613805251,0.09114,0.90886,0.63725,0.08,-0.08,-0.31,0.31,0,0.000249759419,0.3584597884,6.066,0,0,0,0,0,1,1.32E-24,2.50E-69,-1.8672,3.2081,12.544,0.1443,518.6518,0.1061571125,-0.2230517505,3.113582553,0,0,515.8394,0.00561,15.87807,803.5333,0.01105,12.15558,1291.2446,0.046595,18.4005,7004.169,0.383199,18.02253,1657.2049,0.063063,48.92238,233.7442,0,5.01815,1304.5392,0.043646,14.22408,903.3494,0.022951,14.46476,647.8333,0.015385,4.63881,3280.971,0.178808,7.08582,1783.2254,0.096774,6.57578,1
188,49.14529915,6.36,5.21,0,175.2136752,79.05982906,0.35245,1.46124031,0.003875968992,3.468992248,0.6269035533,0.5773353752,0.001531393568,1.370597243,0.3782542113,0.09,0.2457627119,0.5834419817,0.0006518904824,0.4212290503,0.162,0.007,0.577,0,0.254,0,0,0.261,5.17,14.344,8.87,0.554,0.446,0,0,0.42758223,0.57241777,0.02433333333,0.007,-0.007,0.23,-0.23,0,0,0,0,-0.363,0.363,0,0,0,0.00027323,0.34881,0.65091,1.0541,-0.80823,-0.23017,0.6922,2590.75554,93.71313989,-0.1715140002,1.698773389,3,0,597.165,0.002805,17,1438.2333,0.022099,12.50896,1932.6429,0.059737,13.94214,324.1515,0.001151,5.26488,1414.5161,0.020592,52.96534,1081.8425,0.022222,6.4697,649.2435,0.006418,7.53827,628.7872,0.006557,19.90458,543.0833,0,3.81914,1374.2308,0.013245,4.36121,679.6,0.006452,4.97065,0
189,18.77219685,7.26,3.46,1.58,38.81278539,2.790461695,0.030886,0.15234375,0.04036458333,2.08984375,0.8435672515,0.08052305575,0.02133516862,1.104611149,0.3971094288,0.2555,0.04635499208,0.6358954041,0.01228209192,0.07289719626,0.307,0.046,0.635,0,0,0,0,0.058,2.26,15.59,11.945,0.69,0.31,0.604548631,1.558693253,0.24997467,0.75002533,0.09411111111,0,0,0,0,0,0,0,0,-0.3535,0.3535,0,0,0,1.51E-24,8.70E-05,0.99991,-1.7085,-2.3032,-0.71122,0.1443,765.43774,98.7438075,-0.5583683107,0.586056572,0,0,1141,0,4.5397,0,0,0,2425.4,0,4.77535,0,0,0,0,0,0,291.375,0,5.77468,1271,0,4.26063,125,0,4.04623,0,0,0,0,0,0,0,0,0,0
190,17.1957672,5.39,3.32,0,55.55555556,13.22751323,0.031945,0.6772151899,0.006329113924,3.132911392,1.815789474,0.3919413919,0.003663003663,1.813186813,0.7582417582,0.969,0.140052356,0.6479057592,0.001308900524,0.2161616162,0.2,0.154,0.646,0,0,0,0,0.154,4,14.809,9.562,0.459,0.541,0.589547491,1.307384921,0.31808203,0.68191797,0.2543333333,-0.018,0.018,0.16,-0.16,0.04,0,0.2646793135,0,0.734,-0.734,0.525,-0.525,0,0.00047161,0.68653,0.313,0.94957,0.77951,0.8035,0.2255,4335.73778,80.00707714,1.755971449,-0.240498895,5,0,2220.8571,0.004208,60.97001,2484.6667,0.01105,19.53695,262.08,0,8.27254,517.4,0,4.57454,259.5,0,4.35387,2359.5464,0.037427,19.40742,1131.3857,0.014121,6.06401,1376.3333,0,16.05291,1774.25,0.030769,4.77933,231,0,2.10247,150,0,3.49584,0
191,7.042253521,5.86,2.58,0,45.38341158,4.694835681,0.042793,0.5677966102,0.008474576271,5.550847458,1.427419355,0.2757201646,0.004115226337,2.695473251,0.7283950617,0.608,0.07938388626,0.7760663507,0.001184834123,0.1022900763,0.123,0.068,0.795,0,0.014,0,0,0.082,7.11,14.909,10.32,0.347,0.653,0.5977663086,1.361730889,0.29177098,0.70822902,0.006444444444,0.142,-0.142,-0.13,0.13,0,0,0,0,0,0,-0.384,0.384,0,2.92E-07,0.53262,0.46738,0.083806,0.48277,0.90984,0.3236,2992.53838,82.1656051,-0.3092241206,-0.573109164,3,181,2670.1794,0.339411,816,2940.5556,0.160221,32.76366,1998.2138,0.126643,19.95964,6366.0166,0.416571,25.27613,1780.6678,0.056628,124.82436,439.186,0.002339,7.71844,2157.6476,0.127086,27.87864,2383.9021,0.131148,88.45082,834.6667,0,3.9104,7008.0685,0.450331,50.71136,2644.303,0.116129,13.4269,0
192,27.60084926,5.13,1,0,74.30997877,4.246284501,0.069065,0.1708860759,0.006329113924,2.689873418,1.619402985,0.09215017065,0.003412969283,1.450511945,0.7406143345,0.931,0.04397394137,0.6921824104,0.001628664495,0.06352941176,0.26,0.04,0.7,0,0,0,0,0.04,2.85,10.94,8.88,0.524,0.476,0.5777163499,1.401915031,1,0,0.1643333333,-0.016,0.016,-0.2,0.2,0.04,5.10E-06,0.3077787811,3.459,-0.3285,0.3285,0,0,0,0.31626,0.49976,0.18398,0.24204,-0.24799,0.53027,0.5085,80.71587,71.07808445,1.742724756,0.145381548,3,0,195.6,0,3.94214,0,0,0,682.4,0.001195,6.75207,103.1667,0,3.7298,559.5455,0,4.57524,1178.4815,0.004678,6.20002,315,0,3.83076,558.6,0,3.96171,0,0,0,0,0,0,224.25,0,2.84037,0
193,30.42107216,9.11,5.46,3.81,102.7638657,8.161751067,0.120879,0.2679856115,0.0845323741,3.366306954,2.538381743,0.1697683251,0.05355108242,2.132548424,0.9293581466,0.95,0.05669710807,0.712201928,0.01788432268,0.07960819234,0.211,0.046,0.713,0,0.01,0.001,0,0.075,3.74,17.914,12.396,0.14,0.86,0.6984208178,1.077883968,0.14066,0.85934,0.2901428571,-0.056,0.056,-0.02,0.02,0,0.0001178847603,0.3389070395,4.907,-0.323,0.323,-0.36,0.36,0,1.43E-14,1,1.03E-10,0.010999,1.5424,5.4735,0.1151,1168.31521,6.723283793,-0.2292989065,0.391302521,0,0,452.0357,0.001403,16,916.5135,0,10.1416,1553,0.033453,9.99001,1701.3025,0.025316,9.51238,1790.4837,0.033462,29.13868,882.1617,0.022222,7.74901,614.3279,0.007702,8.37705,700.7955,0.006557,11.31689,561.6667,0.015385,3.81059,592.5,0,4.22778,231.9286,0,3.93108,0
194,64.61932182,7.69,3,2.81,132.43762,5.118362124,0.321065,0.0838150289,0.06840077071,2.066473988,1.081655481,0.04500775996,0.03673047077,1.109674082,0.5002586653,0.414,0.02601674641,0.6414473684,0.02123205742,0.04055944056,0.313,0.022,0.641,0,0.003,0,0,0.046,2.2,14.295,10.61,0.464,0.536,0.5760529428,1.360412491,0.46663681,0.53336319,0.1476666667,0.07,-0.07,-0.28,0.28,0,0,0.2272801502,0,0,0,0,0,0,7.58E-17,0.0081924,0.99181,-2.527,-0.34075,0.070535,0.1894,3587.43946,70.73012503,0.9974164671,-0.221404954,8,33,801.0851,0.004208,19.43277,1216.3333,0,9.16002,1532.2407,0.011947,10.48937,754.0714,0.001151,5.13382,1458.8667,0.006435,18.30438,1894.6569,0.032749,9.68626,2139.1918,0.033376,9.5739,1360.6,0.003279,7.21685,409,0,3.7158,141,0,4.23002,842,0.006452,3.93261,0
195,18.8172043,4.52,0,0,61.82795699,0,0.041059,0.07142857143,0.01020408163,3.112244898,0.5480769231,0.03448275862,0.004926108374,1.502463054,0.2807881773,0.006,0.01690821256,0.7367149758,0.002415458937,0.02295081967,0.233,0,0.767,0,0,0,0,0,3.29,11.283,8.539,0.489,0.511,0.4966882518,1.402351233,1,0,0.2042222222,-0.042,0.042,0.01,-0.01,0.101,0,0,0,0,0,0,0,0,0,0,0,-0.78385,-0.1448,0,0.1443,222.85262,61.2762444,-0.8456266561,-0.835211209,0,0,4354.9461,0.41655,422,4518.56,0.138122,43.45677,3047.7615,0.113501,17.90276,491.3,0.001151,6.3099,3644.5738,0.214929,49.80619,216.25,0,3.6606,578,0,3.93533,4059.3043,0.140984,40.06824,0,0,0,0,0,0,0,0,0,0
196,14.49275362,5.29,0,0,70.65217391,0,0.06821,0.06481481481,0.009259259259,4.305555556,2.759615385,0.03286384977,0.004694835681,2.183098592,1.34741784,0.982,0.01198630137,0.7962328767,0.001712328767,0.01505376344,0.17,0,0.83,0,0,0,0,0,4.88,14.386,9.109,0.513,0.487,0.6714020263,0.9823045101,0.39891604,0.60108396,0.1837777778,0.092,-0.092,-0.14,0.14,0.071,1.21E-06,0.3469760871,2.322,0.51,-0.51,0,0,0,0.00090169,0.81286,0.18624,0.80949,0.18053,1.1282,0.1735,19.05397,43.29440906,-0.1086055735,-0.767616672,0,0,1644.2543,0.014025,352,2314.8732,0.077348,42.73171,1866.9605,0.051374,18.39278,6261.8053,0.286536,14.90304,1327.9517,0.028314,28.93351,291.9583,0,4.86862,195.4545,0,4.48801,1768.4522,0.055738,70.34089,185,0,3.63403,3265.1304,0.231788,11.38904,1373.4634,0.051613,5.45159,0
197,72.17630854,7.78,4.17,2.81,121.2121212,9.917355372,0.084512,0.1397608371,0.05306427504,1.700298954,2.914122137,0.1003757381,0.03811057434,1.221148685,0.8196457327,0.978,0.04802259887,0.584232152,0.01823317925,0.0821978022,0.347,0.042,0.582,0,0.005,0,0.005,0.071,1.89,16.746,10.826,0.717,0.283,0.6271578499,1.575890052,0.12334,0.87666,0.1643333333,0,0,-0.02,0.02,0,0,0,0,-0.327,0.327,-0.327,0.327,0,7.94E-29,6.94E-06,0.99999,-0.41087,-0.11145,-1.0976,0.3861,5513.75245,96.95093182,-0.2081988292,0.551118403,0,12,800.5938,0.015428,15,1038.1538,0.022099,11.56776,1649.7634,0.052569,13.12894,796.9825,0.003452,5.33991,1437.2897,0.028314,42.68043,2662.6888,0.135673,9.8602,2713.4029,0.157895,10.49288,937.4634,0.019672,25.39862,1490.625,0.046154,4.55174,257.8333,0,3.9394,833.3667,0.019355,4.59486,0
198,14.95726496,7.83,4.58,0,60.63034188,6.41025641,0.120416,0.4200680272,0.001700680272,3.988095238,1.132911392,0.2323612418,0.0009407337723,2.206020696,0.5051740357,0.416,0.07709113608,0.731897628,0.0003121098627,0.1053304904,0.181,0.065,0.735,0,0.013,0.003,0.003,0.081,4.52,12.149,11.87,0.719,0.281,0,0,1,0,0.06588888889,-0.073,0.073,0,0,0,1.53E-05,0.3373530481,4.755,0,0,0,0,0,0.99974,0.00026367,3.03E-12,-1.1115,1.4424,5.1641,0.3931,963.72519,44.12007549,-0.2248761646,2.881745402,0,0,646.6645,0.004208,29,1042.8889,0,18.46792,1567.8417,0.021505,19.83632,1931.4026,0.058688,14.21514,939.6145,0.005148,43.19992,406.2,0,3.14645,511.3,0,4.14914,755.1111,0,11.94657,1913.3333,0.015385,4.16909,1972.5,0.006623,4.30515,378.3333,0,3.75235,0
199,25.53191489,7.75,4,0,101.6548463,7.56501182,0.076913,0.2940140845,0.01936619718,3.917253521,1.27724359,0.1399832355,0.00922045264,1.865046102,0.6680637049,0.694,0.05577822311,0.7431529726,0.003674014696,0.07505617978,0.188,0.042,0.747,0,0.014,0.003,0.003,0.063,4.33,16.958,11.046,0.73,0.27,0.6477763336,1.273343308,0.12976,0.87024,0.09511111111,0.096,-0.096,0,0,0,0,0.33539512,4.087,-0.335,0.335,-0.338,0.338,0,7.01E-19,0.00026979,0.99973,-1.5897,-2.3426,-1.4193,0.08131,192.38541,11.93677754,1.579316819,0.124006148,0,6,355,0,3.78057,187,0,2.9145,506.7647,0,7.03729,1358.6276,0.027618,6.73685,827.9167,0,10.20535,1488.7258,0.011696,5.88789,1180.3111,0.007702,9.37647,244,0,4.18269,202,0,3.66388,130,0,2.85499,198.4,0,3.35555,0
200,77.49469214,7.25,4.09,0,161.358811,18.04670913,0.161955,0.2335092348,0.001319261214,2.104221636,1.564814815,0.163434903,0.0009233610342,1.472760849,0.4681440443,0.923,0.06930305403,0.6245105717,0.0003915426782,0.1109717868,0.299,0.029,0.623,0,0.041,0,0.008,0.078,2.34,9.878,9.88,0.411,0.589,0,1.613540806,1,0,0.01288888889,-0.002,0.002,-0.21,0.21,0,0,0,0,0,0,0,0,0,4.69E-05,0.25177,0.74818,-2.0829,-2.237,-0.39531,0.3631,1317.76423,93.80160415,0.1192411146,-1.515222177,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,2.04504,0,0,0,0,0,0,0,0,0,0,0,0,0
201,35.24672709,6.86,3.46,0,116.8177241,11.0775428,0.152964,0.3095238095,0.002645502646,3.267195767,1.788659794,0.2041884817,0.001745200698,2.155322862,0.6055846422,0.752,0.06747404844,0.7122260669,0.0005767012687,0.09473684211,0.216,0.031,0.716,0,0.037,0,0,0.068,3.63,10.062,9.956,0.692,0.308,0,1.325498316,1,0,0.081,0.012,-0.012,0.16,-0.16,0,0,0,0,-0.3335,0.3335,0,0,0,0.0084071,0.80921,0.18238,-1.2291,-0.34297,1.0444,0.403,7683.58187,92.03821656,0.0738415267,-1.199651981,4,249,418.6,0,5.53497,195,0,3.53485,177.5,0,3.54396,176.4,0,4.41686,90,0,3.80964,259.85,0,4.42737,203.6,0,3.65987,143.3333,0,4.07064,0,0,0,121,0,3.58763,419,0,4.41408,0
202,10.1010101,3.46,0,0,37.03703704,0,0.051383,0.1206896552,0.01724137931,3.189655172,1.75,0.06796116505,0.009708737864,1.796116505,0.7475728155,0.939,0.02755905512,0.7283464567,0.003937007874,0.03783783784,0.214,0,0.786,0,0,0,0,0,3.67,11.769,8.214,0.731,0.269,0.6148702212,1.572467536,1,0,0.0465,0.019,-0.019,0.09,-0.09,0,0,0,0,-0.3435,0.3435,0,0,0,0.047274,0.69505,0.25767,1.3755,0.81378,0.61415,0.899,9.69627,73.78509082,-0.1783410291,-0.406979462,0,0,426.625,0,3.91405,135,0,3.59227,165.8571,0,4.07277,156.25,0,3.74704,512,0,3.49086,853.1184,0.011696,5.20815,756.7105,0.005135,5.87398,164.8889,0,4.35724,2164,0.015385,4.16909,0,0,0,195.4,0,3.36778,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.133,0,1,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1443,10000,49.9849,-0.108605574,-0.017506499,0,0,200,0,2.84778,0,0,0,1282.3333,0.001195,5.28201,57,0,3.68072,441,0,10.77042,197.25,0,3.34745,265,0,5.10608,415,0,4.27618,0,0,0,0,0,0,0,0,0,0
204,6.120527307,5.32,1.58,1.58,18.83239171,1.412429379,0.039755,0.2341772152,0.1962025316,3.006329114,1.125,0.1406844106,0.1178707224,1.80608365,0.4448669202,0.384,0.05255681818,0.6747159091,0.04403409091,0.07789473684,0.22,0.051,0.678,0,0,0,0,0.102,3.54,16.574,11.053,0.614,0.386,0.7056954942,0.9076144314,0.13515398,0.86484602,0.017,0,0,-0.08,0.08,0,5.53E-07,0.2839774872,2.807,0,0,-0.411,0.411,0,4.73E-19,0.04,0.96,-0.77426,-0.74092,0.9618,0.1443,1404.00386,19.93394669,-0.3688447942,2.30405596,0,1,759.4783,0.004208,6.86699,1281.875,0.01105,5.78884,2099.7327,0.041816,11.94561,2284.7308,0.157652,10.10925,960.5938,0.010296,15.05793,1025.7692,0.003509,6.41428,1326.4262,0.028241,15.76385,586.2353,0.003279,4.51067,220,0,3.41381,142.6,0,3.47928,650.0833,0.006452,4.79712,0
205,17.09401709,5.36,1,0,116.8091168,5.698005698,0.102208,0.3068181818,0.01136363636,5.511363636,0.6442307692,0.1398963731,0.00518134715,2.512953368,0.3471502591,0.02,0.04470198675,0.8029801325,0.001655629139,0.05567010309,0.122,0.041,0.837,0,0,0,0,0.041,7.17,13.981,8.455,0.656,0.344,0.6061757778,1.765185361,0.68513138,0.31486862,0.1247777778,0.199,-0.199,0,0,0,0,0,0,-0.333,0.333,0,0,0,0.0016612,0.47836,0.51998,-0.98967,-0.92758,0.02165,1.011,2.20684,66.57230479,-0.1086055735,-0.38189485,8,20,924.8064,0.01122,80,1260.0133,0.016575,18.82148,1436.6312,0.032258,18.73727,290.8636,0,4.10334,1186.7654,0.007722,26.42286,2142.7419,0.039766,7.39138,1864.8125,0.014121,8.05726,891.2872,0.006557,11.6378,0,0,0,159.5,0,6.06682,405.8571,0,3.36831,0
206,19.85559567,6.58,3.46,0,57.76173285,6.618531889,0.102974,0.3268156425,0.002793296089,2.891061453,2.223484848,0.1878009631,0.001605136437,1.661316212,0.9422150883,0.931,0.07480818414,0.6617647059,0.0006393861893,0.1130434783,0.228,0.048,0.662,0,0.028,0.034,0,0.076,3.39,15.981,10.699,0.379,0.621,0.6733847231,1.188922794,0.18763913,0.81236087,0.1337777778,0.035,-0.035,0.03,-0.03,0.01,8.60E-06,0.3375303153,3.7,0,0,0,0,0,1.18E-16,0.020346,0.97965,-0.091338,0.77763,0.43966,0.3131,1398.05611,80.87992451,-0.3977705788,0.103094952,0,1,445.2174,0.001403,27,739.5714,0,8.10001,1066.587,0.011947,9.58053,1767.6195,0.028769,7.7811,1134.8136,0.006435,13.71542,912.7467,0.012865,7.36156,615.7677,0.006418,6.3826,456.1765,0.003279,10.20523,205.6667,0,4.03781,137,0,3.58763,554.6,0,3.57695,0
207,45.39007092,5.86,3,0,82.26950355,11.34751773,0.124185,0.25,0.0316091954,1.882183908,2.642857143,0.1729622266,0.02186878728,1.302186879,0.8091451292,0.904,0.07880434783,0.5932971014,0.009963768116,0.1328244275,0.323,0.051,0.586,0,0.03,0,0,0.091,2.09,15.419,9.461,0.449,0.551,0.6451331805,1.048260976,0.19612408,0.80387592,0.09177777778,0.208,-0.208,0.09,-0.09,0,0,0.2744392408,1,0.832,-0.832,-0.376,0.376,0,8.60E-08,0.17011,0.82989,-1.023,-0.4698,0.079615,0.1593,273.02646,72.38145789,2.634088824,-0.873826401,2,3,865.6855,0.007013,73,872.375,0.005525,8.3893,962.1709,0.02509,10.0209,962.48,0.005754,6.80787,762.7286,0.007722,14.18396,4766.8016,0.25614,29.78115,686.5676,0.008986,9.96457,820.1695,0.019672,11.87112,257.2,0,3.61321,680.1538,0.013245,5.22662,1239.1707,0.03871,5.50568,0
208,25.75896964,7.37,4.39,0,50.59797608,6.43974241,0.084042,0.25,0.001152073733,1.987327189,5.379032258,0.218529708,0.001007049345,1.737160121,0.6717019134,0.999,0.07630098453,0.6065400844,0.0003516174402,0.1257971014,0.308,0.04,0.604,0,0.037,0.011,0,0.077,2.25,14.709,11.671,0.495,0.505,0.6878331001,1.270913199,0.25205377,0.74794623,0.0574,0.019,-0.019,0,0,0.101,5.10E-07,0.3476188494,3.459,0,0,-0.3585,0.3585,0,0.96857,0.031431,6.07E-10,-4.4604,1.7722,4.9696,0.1443,1406.85106,50.01179523,-0.1086055735,-0.017506499,0,1,1594.75,0.002805,6.98083,115,0,1.7621,1071.5,0,10.98872,494.7143,0,5.14201,1701,0.002574,3.81846,934,0,4.23226,1228,0.001284,4.49495,686.6667,0,4.10507,0,0,0,0,0,0,641.1667,0,4.83813,0
209,32.86978508,8.07,5.55,1,113.3586178,19.80615255,0.159187,0.5903465347,0.02599009901,3.422029703,2.278711485,0.3131976362,0.01378857518,1.815495732,1.068286277,0.9025,0.117083947,0.6786941581,0.005154639175,0.1725135624,0.197,0.106,0.679,0,0.013,0,0,0.124,4.08,14.97,11.212,0.634,0.366,0.5391402847,1.712337441,0.30542056,0.69457944,0.01588888889,0.374,-0.374,0.15,-0.15,0,0,0,0,0.732,-0.732,-0.335,0.335,0,9.67E-06,0.79865,0.20134,-0.40234,-0.32681,1.2697,0.5621,110.60062,23.62585515,-0.3115666108,-0.795651641,7,226,1104.0526,0.002805,4.73686,0,0,0,160,0,2.75892,504.1111,0,4.91925,263,0,3.4894,984.8462,0.00117,4.9273,1246.8333,0.001284,4.41465,0,0,0,0,0,0,1843,0,4.70003,130,0,1.75468,0
